# data from: Hiotelis, I., Koutsioubas, A. G., Spiliopoulos, N., Anastassopoulos, D. L., Vradis, A. A., Toprakcioglu, C., Menelle, A., Sakellariou, G. & Hadjichristidis, N. (2008). Macromolecules, 41(20), 7648– 7655.
0.06038	4.88755E-5	2.3671E-5
0.05784	4.87175E-5	1.97491E-5
0.05552	3.71283E-5	1.50372E-5
0.05338	4.9303E-5	1.43773E-5
0.05138	7.72955E-5	1.63383E-5
0.04954	7.11059E-5	1.44145E-5
0.04782	7.74349E-5	1.38662E-5
0.04622	6.92658E-5	1.23978E-5
0.04472	8.82342E-5	1.31784E-5
0.04332	9.34944E-5	1.2881E-5
0.04202	9.10595E-5	1.21004E-5
0.04078	1.18401E-4	1.34015E-5
0.0396	1.03625E-4	1.20353E-5
0.0385	1.30204E-4	1.29833E-5
0.03746	1.44981E-4	1.3513E-5
0.03648	1.68123E-4	1.45539E-5
0.03554	1.91264E-4	1.56227E-5
0.03466	2.10223E-4	1.61152E-5
0.0338	2.27788E-4	1.66357E-5
0.033	2.67844E-4	1.80948E-5
0.03224	2.9052E-4	1.89405E-5
0.0315	2.95818E-4	1.87918E-5
0.0308	3.06227E-4	1.86617E-5
0.03014	3.50558E-4	2E-5
0.0295	3.78532E-4	2.09851E-5
0.02888	4.26487E-4	2.25651E-5
0.0283	4.07621E-4	2.23885E-5
0.02774	4.32807E-4	2.34108E-5
0.0272	4.96004E-4	2.54647E-5
0.02668	5.03717E-4	2.61338E-5
0.02616	5.50465E-4	2.77695E-5
0.02568	5.99814E-4	2.94703E-5
0.02522	6.15892E-4	3.0381E-5
0.02478	6.6552E-4	3.2184E-5
0.02434	7.07714E-4	3.38383E-5
0.02392	7.71933E-4	3.60967E-5
0.02352	7.92658E-4	3.73141E-5
0.02314	8.86524E-4	4.03717E-5
0.02276	9.46097E-4	4.27602E-5
0.0224	0.00106	4.65706E-5
0.02204	0.00103	4.69424E-5
0.0217	0.00117	5.10409E-5
0.02136	0.00128	5.42193E-5
0.02104	0.00138	5.75093E-5
0.02074	0.00126	5.59758E-5
0.02044	0.00159	6.4526E-5
0.02014	0.00179	7.01394E-5
0.01986	0.0017	6.97584E-5
0.01958	0.00196	7.65335E-5
0.01931	0.00206	8.03996E-5
0.01905	0.00225	8.59944E-5
0.0188	0.0023	8.88848E-5
0.01855	0.0025	9.49814E-5
0.01831	0.00255	9.81413E-5
0.01807	0.0027	1.03253E-4
0.01785	0.00285	1.08736E-4
0.01762	0.00301	1.14126E-4
0.01741	0.00317	1.19888E-4
0.0172	0.00326	1.24814E-4
0.01699	0.00366	1.35874E-4
0.01679	0.00382	1.42007E-4
0.01659	0.00392	1.47491E-4
0.0164	0.00395	1.5158E-4
0.01621	0.0039	1.54182E-4
0.01603	0.00437	1.67565E-4
0.01585	0.0042	1.68216E-4
0.01568	0.00454	1.79554E-4
0.01551	0.00472	1.88011E-4
0.01534	0.005	1.9842E-4
0.01518	0.00484	1.99628E-4
0.01502	0.00507	2.09851E-4
0.01486	0.00518	2.17472E-4
0.01471	0.00521	2.23699E-4
0.01456	0.00521	2.27974E-4
0.01441	0.00505	2.30297E-4
0.01427	0.00505	2.35037E-4
0.01413	0.00557	2.54833E-4
0.01399	0.00557	2.6013E-4
0.01386	0.00516	2.56691E-4
0.01373	0.00557	2.73699E-4
0.0136	0.00541	2.76487E-4
0.01347	0.00591	2.97119E-4
0.01335	0.00572	2.9842E-4
0.01324	0.00612	3.16729E-4
0.01312	0.00681	3.43494E-4
0.01301	0.00578	3.2277E-4
0.0129	0.00612	3.4145E-4
0.01279	0.00601	3.47398E-4
0.01268	0.00609	3.56691E-4
0.01257	0.00653	3.80669E-4
0.01246	0.00652	3.88104E-4
0.01236	0.00727	4.22584E-4
0.01225	0.00684	4.19796E-4
0.01215	0.00626	4.08922E-4
0.01205	0.00683	4.37825E-4
0.01195	0.00682	4.49814E-4
0.01186	0.0073	4.78532E-4
0.01176	0.00741	4.96933E-4
0.01167	0.00784	5.27416E-4
0.01158	0.00829	5.55576E-4
0.01149	0.00845	5.78903E-4
0.0114	0.00829	5.88662E-4
0.01131	0.00881	6.23606E-4
0.01122	0.01066	7.13848E-4
0.01114	0.01102	7.47491E-4
0.01105	0.00939	7.03903E-4
0.01097	0.0126	8.44238E-4
0.01089	0.01219	8.57156E-4
0.01081	0.01374	9.4145E-4
0.01073	0.01475	0.00101
0.01066	0.01597	0.00109
0.01058	0.01561	0.00111
0.01051	0.01999	0.00133
0.01043	0.01918	0.00133
0.01036	0.02335	0.00153
0.01029	0.02667	0.00172
0.01022	0.03322	0.00202
0.01015	0.03201	0.00203
0.01008	0.0342	0.0022
0.01001	0.03849	0.00242
0.00995	0.05115	0.00296
0.00988	0.05682	0.00327
0.00982	0.06235	0.00355
0.00976	0.07333	0.00405
0.00969	0.08629	0.00467
0.00963	0.09433	0.00516
0.00957	0.11496	0.00604
0.00951	0.11143	0.00615
0.00945	0.13662	0.00721
0.00939	0.16533	0.00853
0.00934	0.179	0.0095
0.00928	0.21422	0.01094
0.00922	0.22816	0.01198
0.00917	0.26757	0.01396
0.00911	0.31543	0.01628
0.00906	0.33076	0.01722
0.00901	0.40595	0.02114
0.00895	0.42138	0.02284
0.0089	0.4684	0.02572
0.00885	0.51171	0.02849
0.0088	0.60418	0.03423
0.00875	0.61552	0.03612
0.0087	0.67054	0.03951
0.00865	0.66552	0.0408
0.0086	0.78829	0.05046
0.00856	0.8382	0.05375
0.00851	0.82212	0.05433
0.00846	0.90093	0.0629
0.00842	0.94888	0.06888
0.00837	0.92407	0.06815
0.00833	0.93866	0.07076
0.00829	0.95539	0.07572
0.00824	1.04461	0.08378
0.0082	1.09665	0.09164
0.00816	0.93216	0.08189
0.00811	0.99721	0.08984
0.00807	0.96747	0.09051
0.00803	0.94331	0.08985
0.00799	0.95446	0.09498
0.00795	0.97026	0.09675
0.00791	0.99349	0.10065
0.00787	1.01487	0.10706
