0.0106	0.98292
0.01169	0.98114
0.01279	1.00005
0.0139	0.98403
0.01499	0.98912
0.01609	0.88297
0.01718	0.6288
0.01828	0.30884
0.01937	0.12037
0.02048	0.07247
0.02157	0.06321
0.02266	0.05606
0.02376	0.04938
0.02485	0.04175
0.02595	0.03465
0.02704	0.02766
0.02815	0.02079
0.02924	0.01534
0.03033	0.01029
0.03144	0.00691
0.03254	0.00432
0.03364	0.00241
0.03472	0.00151
0.03582	9.80223E-4
0.03692	8.48966E-4
0.03802	0.00103
0.03912	0.00141
0.04021	0.00164
0.04132	0.00198
0.04241	0.00222
0.0435	0.00236
0.04459	0.00242
0.04569	0.00247
0.04678	0.00229
0.04787	0.0021
0.04898	0.0019
0.05009	0.0017
0.05116	0.00138
0.05227	0.00114
0.05338	8.97249E-4
0.05444	6.98368E-4
0.05555	5.20214E-4
0.05664	3.74086E-4
0.05774	3.22657E-4
0.05885	2.51757E-4
0.05993	2.05598E-4
0.06102	2.26693E-4
0.06212	2.81938E-4
0.06324	2.44376E-4
0.06433	3.16235E-4
0.06542	3.57192E-4
0.06652	3.43816E-4
0.06761	4.07241E-4
0.06871	4.02433E-4
0.0698	4.14078E-4
0.0709	3.87632E-4
0.072	3.65418E-4
0.0731	3.45626E-4
0.07421	3.24943E-4
0.07529	2.76135E-4
0.07638	2.37973E-4
0.07746	2.22018E-4
0.07856	1.99187E-4
0.07967	1.5684E-4
0.08075	1.32133E-4
0.08184	1.23835E-4
0.08295	1.013E-4
0.08402	9.83962E-5
0.08514	9.42676E-5
0.08624	9.7795E-5
0.08734	9.06847E-5
0.08843	1.01917E-4
0.08952	9.63343E-5
0.09061	1.12846E-4
0.09172	1.13179E-4
0.09281	1.08157E-4
0.0939	1.23695E-4
0.09499	1.22904E-4
0.09611	1.20765E-4
0.09719	1.22272E-4
0.09827	1.15314E-4
0.09938	1.0368E-4
0.10049	1.07811E-4
0.10158	9.08507E-5
0.10267	8.4664E-5
0.10377	8.44012E-5
0.10489	8.15828E-5
0.10597	7.77428E-5
0.10707	7.36159E-5
0.10819	6.72124E-5
0.10924	7.15859E-5
0.11036	6.98461E-5
