0.0106	0.99466
0.0117	0.98488
0.0128	1
0.01389	0.99217
0.01499	0.99085
0.01609	0.97844
0.01718	0.95611
0.01827	0.93821
0.01937	0.87781
0.02047	0.84734
0.02157	0.80232
0.02266	0.75499
0.02376	0.70157
0.02485	0.6266
0.02596	0.53369
0.02705	0.4422
0.02816	0.35071
0.02924	0.25864
0.03034	0.1768
0.03144	0.11602
0.03253	0.0678
0.03363	0.03737
0.03472	0.01852
0.03582	0.00969
0.03692	0.00605
0.038	0.00647
0.03911	0.00826
0.04021	0.01011
0.04129	0.01206
0.04239	0.01338
0.04349	0.01391
0.04458	0.01331
0.0457	0.01247
0.04679	0.0112
0.04791	0.00978
0.04898	0.00794
0.05007	0.00651
0.05118	0.00493
0.05227	0.0036
0.05337	0.00255
0.05446	0.00179
0.05556	0.00106
0.05667	7.07352E-4
0.05773	5.26652E-4
0.05885	4.494E-4
0.05994	4.30535E-4
0.06104	5.85981E-4
0.06214	6.80283E-4
0.06322	7.94127E-4
0.06433	8.63957E-4
0.06543	9.41471E-4
0.06651	0.00105
0.06762	0.00106
0.06869	0.0011
0.06978	9.7999E-4
0.0709	9.63865E-4
0.07199	8.69214E-4
0.0731	7.24761E-4
0.07419	6.4517E-4
0.0753	5.54422E-4
0.07638	4.58656E-4
0.07747	3.64888E-4
0.07858	2.67781E-4
0.07966	2.22983E-4
0.08075	1.90592E-4
0.08186	1.17578E-4
0.08296	9.84674E-5
0.08407	9.82821E-5
0.08515	1.00411E-4
0.08625	9.03384E-5
0.08732	1.04283E-4
0.08844	1.05074E-4
0.08953	1.27943E-4
0.09064	1.50378E-4
0.09172	1.51547E-4
0.09284	1.87732E-4
0.0939	1.72424E-4
0.095	1.73904E-4
0.09611	1.70021E-4
0.0972	1.54817E-4
0.09829	1.52183E-4
0.09937	1.31416E-4
0.10052	1.0025E-4
0.10156	9.89717E-5
0.10268	9.11739E-5
0.10375	8.2172E-5
0.10487	6.25334E-5
0.10597	5.08714E-5
0.10707	4.32233E-5
0.10815	4.68816E-5
0.10926	4.01124E-5
0.11033	3.15841E-5
