0.0356	1.8224
0.03632	1.82401
0.03703	1.83247
0.03774	1.83778
0.03845	1.81325
0.03916	1.80184
0.03988	1.78893
0.04059	1.78388
0.0413	1.7794
0.04201	1.76892
0.04273	1.76649
0.04344	1.7531
0.04415	1.7389
0.04486	1.72901
0.04557	1.72782
0.04629	1.71276
0.047	1.71347
0.04771	1.67943
0.04842	1.67869
0.04913	1.64996
0.04985	1.63698
0.05056	1.60972
0.05127	1.5879
0.05198	1.56304
0.05269	1.51491
0.05341	1.46934
0.05412	1.41936
0.05483	1.37411
0.05554	1.31916
0.05625	1.23529
0.05697	1.16851
0.05768	1.09044
0.05839	1.01523
0.0591	0.95135
0.05982	0.90151
0.06053	0.85193
0.06124	0.81888
0.06195	0.80433
0.06266	0.78823
0.06338	0.77875
0.06409	0.77273
0.0648	0.76134
0.06551	0.74605
0.06622	0.73438
0.06694	0.69572
0.06765	0.66887
0.06836	0.63464
0.06907	0.6001
0.06978	0.56052
0.0705	0.51884
0.07121	0.49128
0.07192	0.45118
0.07263	0.42853
0.07334	0.40115
0.07406	0.38296
0.07477	0.3696
0.07548	0.36084
0.07619	0.36029
0.0769	0.36449
0.07762	0.36562
0.07833	0.36756
0.07904	0.37457
0.07975	0.37083
0.08047	0.37216
0.08118	0.36895
0.08189	0.37324
0.0826	0.36937
0.08331	0.36123
0.08403	0.35264
0.08474	0.34501
0.08545	0.3316
0.08616	0.32328
0.08687	0.30383
0.08759	0.28878
0.0883	0.27062
0.08901	0.25695
0.08972	0.24305
0.09043	0.23001
0.09115	0.20746
0.09186	0.20066
0.09257	0.19353
0.09328	0.18773
0.09399	0.18449
0.09471	0.18282
0.09542	0.18324
0.09613	0.18524
0.09684	0.18802
0.09755	0.18994
0.09827	0.19286
0.09898	0.1965
0.09969	0.1989
0.1004	0.20095
0.10111	0.20294
0.10183	0.20268
0.10254	0.20171
0.10325	0.19954
0.10396	0.19637
0.10467	0.19222
0.10539	0.18651
0.1061	0.17965
0.10681	0.17333
0.10752	0.16553
0.10823	0.1577
0.10895	0.1488
0.10966	0.1401
0.11037	0.13418
0.11108	0.12578
0.1118	0.11864
0.11251	0.113
0.11322	0.10731
0.11393	0.10389
0.11464	0.10023
0.11536	0.09793
0.11607	0.09604
0.11678	0.09528
0.11749	0.09573
0.1182	0.09586
0.11892	0.09709
0.11963	0.09867
0.12034	0.10038
0.12105	0.10123
0.12176	0.10163
0.12248	0.10315
0.12319	0.10501
0.1239	0.10494
0.12461	0.10526
0.12532	0.10276
0.12604	0.1018
0.12675	0.09991
0.12746	0.09624
