0.01097	0.98343
0.01133	0.98366
0.01169	0.98927
0.01206	0.97983
0.01243	0.97786
0.01279	0.98164
0.01316	0.99218
0.01353	0.9855
0.01389	0.99895
0.01425	1.00235
0.01462	1.00167
0.01499	1.00781
0.01535	0.99953
0.01569	0.9918
0.01608	1.00285
0.01645	1.00221
0.01682	0.99651
0.01718	0.99933
0.01754	0.98684
0.01791	0.99276
0.01828	0.97457
0.01864	0.96571
0.01901	0.9551
0.01937	0.94407
0.01972	0.92025
0.0201	0.88892
0.02047	0.86229
0.02084	0.82579
0.0212	0.77143
0.02157	0.72005
0.02194	0.65488
0.0223	0.58066
0.02266	0.50761
0.02302	0.42917
0.0234	0.35839
0.02374	0.293
0.02412	0.22726
0.02449	0.1713
0.02486	0.12577
0.02523	0.09007
0.02558	0.06428
0.02595	0.05026
0.02633	0.04305
0.02668	0.04157
0.02703	0.04307
0.02742	0.04808
0.02741	0.04808
0.02832	0.06199
0.02926	0.07643
0.03016	0.08324
0.03107	0.07894
0.03199	0.06765
0.0329	0.05218
0.03382	0.03667
0.03474	0.02274
0.03563	0.01334
0.03655	0.008
0.03746	0.00644
0.03837	0.00743
0.03929	0.00944
0.04021	0.01173
0.04113	0.01322
0.04205	0.01367
0.04295	0.0132
0.04387	0.01183
0.04477	0.00985
0.04571	0.00789
0.04662	0.00592
0.04752	0.00417
0.04843	0.00297
0.04935	0.00223
0.05026	0.00189
0.05115	0.00183
0.05209	0.00198
0.05301	0.00223
0.0539	0.0025
0.05482	0.00259
0.05573	0.00261
0.05665	0.00252
0.05758	0.0023
0.05847	0.00215
0.05939	0.00177
0.06032	0.00154
0.06121	0.00128
0.06213	0.00103
0.06306	9.06197E-4
0.06395	7.4029E-4
0.06488	6.75563E-4
0.0658	6.14222E-4
0.0667	6.13993E-4
0.06762	6.27457E-4
0.06854	6.20558E-4
0.06945	6.65994E-4
0.07034	6.76493E-4
0.07128	6.8629E-4
0.0722	6.75229E-4
0.07308	6.49552E-4
0.07401	5.97164E-4
0.07493	5.61672E-4
0.07585	5.02206E-4
0.07677	4.81102E-4
0.07765	3.65673E-4
0.07857	3.18111E-4
0.07946	3.41585E-4
0.0804	2.78682E-4
0.08132	2.7254E-4
0.08221	2.77306E-4
0.08312	2.87947E-4
0.08406	2.49206E-4
0.08495	2.6672E-4
0.08587	2.77336E-4
0.08682	2.66095E-4
0.0877	2.86059E-4
0.08862	2.80936E-4
0.08952	2.69894E-4
0.09045	2.32033E-4
0.09136	2.19551E-4
0.09226	2.02259E-4
